id,input,output,label
170,"Scenes of crime officer Stephen Beattie worked for Northumbria, Staffordshire and Cleveland forces before being suspended in 2011 and later resigning.
More than 350 of his cases, including suspicious deaths and arsons, have been reviewed.
The Crown Prosecution Service has said no criminal charges will be brought.
Both Cleveland Police, which Mr Beattie joined in 2002, and Staffordshire, where he had worked since 1996, investigated him with the Independent Police Complaints Commission (IPCC) managing the inquiries.
The reports have now confirmed Mr Beattie:
But the reports concluded that none of his actions significantly impacted the results of his investigations.
IPCC commissioner Cindy Butts said: ""Stephen Beattie repeatedly lied about his qualifications and made judgements in cases that were both outside his remit and his level of expertise.
""Cleveland Police and Staffordshire Police have conducted meticulous investigations examining hundreds of cases and we know that, thankfully, his poor performance did not have a significant impact on the cases he was involved in.""
Mr Beattie did receive an official caution in relation to a fraud offence.
Cleveland Police concluded that if he was still employed he would have a case to answer for gross misconduct while Staffordshire concluded he would have a case to answer for misconduct.","A police employee lied about his qualifications and was generally poor at investigations, two reports have found.",2
171,"The money was raised by angel syndicate Equity Gap, along with venture capital firm Par Equity, US syndicate Aero-Den and the Scottish Investment Bank.
The move has led to five new skilled jobs which have been filled by former oil and gas supply chain workers.
The company said it planned to add further posts in the future.
Vert Rotors was founded by Olly Dmitriev in 2013 and produces ultra compact low-vibration gas compressors for aerospace, medical and other applications.
The funding will be used to increase capacity at Vert's manufacturing facility in Gracemount and expand its customer base.
Mr Dmitriev said: ""This investment brings valuable highly skilled manufacturing jobs to Edinburgh and allows Vert Rotors to increase our sales outreach.
""Our products are fully manufactured in Scotland and exported to Europe and the USA. We look forward to scaling up our operations following this investment.""
Jock Millican, from Equity Gap, said: ""Vert Rotors has potential to disrupt the established marketplace significantly with its high quality products.
""Olly has an excellent track record in business and has a clear vision for the future of the company.""",Edinburgh-based engineering firm Vert Rotors has secured a £1.5m investment to expand its manufacturing capacity.,0
172,"The money was raised by angel syndicate Equity Gap, along with venture capital firm Par Equity, US syndicate Aero-Den and the Scottish Investment Bank.
The move has led to five new skilled jobs which have been filled by former oil and gas supply chain workers.
The company said it planned to add further posts in the future.
Vert Rotors was founded by Olly Dmitriev in 2013 and produces ultra compact low-vibration gas compressors for aerospace, medical and other applications.
The funding will be used to increase capacity at Vert's manufacturing facility in Gracemount and expand its customer base.
Mr Dmitriev said: ""This investment brings valuable highly skilled manufacturing jobs to Edinburgh and allows Vert Rotors to increase our sales outreach.
""Our products are fully manufactured in Scotland and exported to Europe and the USA. We look forward to scaling up our operations following this investment.""
Jock Millican, from Equity Gap, said: ""Vert Rotors has potential to disrupt the established marketplace significantly with its high quality products.
""Olly has an excellent track record in business and has a clear vision for the future of the company.""",Gas compressor maker Vert Rotors has been given a funding boost to scale up manufacturing at its factory in Edinburgh.,2
173,"The new polymer £5 note, which is slightly smaller than its paper predecessor, will be available in branches before becoming more widely available across Scotland.
It continues to feature Sir Walter Scott and The Mound on the front, and a bridge theme on the back.
All existing paper Bank of Scotland £5 notes will be gradually withdrawn.
However, those that remain in circulation will continue to be accepted at shops, banks and cash payment machines.
Bank of Scotland also plans to replace its £10 paper note with a polymer version next year.
The new, plastic material is said to be cleaner and more resilient to being crumpled and spilled on.
In September, the Bank of England released new £5 plastic notes featuring Winston Churchill on the back.
It was the first time a polymer note had been circulated by the Bank of England, but other parts of the UK have already been using the material.
Polymer banknotes are made from a very thin, flexible, see-through plastic film, with the design printed on special layers of ink on the front and back.
Because the main material is see-through, the design can include clear spots that are like little windows you can look straight through.
More than 20 countries around the world already use polymer banknotes - they include Scotland, Australia, New Zealand and Canada.
Last year the Clydesdale Bank brought a fully plastic note into circulation in the UK for the first time with a limited commemorative edition £5 note.
As of last week, it entered into full circulation, and has begun to replace the current paper version.
The note features Scottish engineering pioneer and entrepreneur Sir William Arrol on the front, along with the Forth Bridge and the Titan Crane.
The reverse shows several images of the Forth Bridge.
Royal Bank of Scotland's new £5 plastic note is due to enter circulation on 27 October.
It will feature Scottish novelist and poet Nan Shepherd.
Scientist Mary Somerville has already been selected for the bank's planned £10 polymer note, which is due to enter into circulation next year.
They will be the first women to appear on the bank's main issue notes.",The Bank of Scotland's first £5 plastic banknote intended for general circulation is set to be issued.,2
174,"The new polymer £5 note, which is slightly smaller than its paper predecessor, will be available in branches before becoming more widely available across Scotland.
It continues to feature Sir Walter Scott and The Mound on the front, and a bridge theme on the back.
All existing paper Bank of Scotland £5 notes will be gradually withdrawn.
However, those that remain in circulation will continue to be accepted at shops, banks and cash payment machines.
Bank of Scotland also plans to replace its £10 paper note with a polymer version next year.
The new, plastic material is said to be cleaner and more resilient to being crumpled and spilled on.
In September, the Bank of England released new £5 plastic notes featuring Winston Churchill on the back.
It was the first time a polymer note had been circulated by the Bank of England, but other parts of the UK have already been using the material.
Polymer banknotes are made from a very thin, flexible, see-through plastic film, with the design printed on special layers of ink on the front and back.
Because the main material is see-through, the design can include clear spots that are like little windows you can look straight through.
More than 20 countries around the world already use polymer banknotes - they include Scotland, Australia, New Zealand and Canada.
Last year the Clydesdale Bank brought a fully plastic note into circulation in the UK for the first time with a limited commemorative edition £5 note.
As of last week, it entered into full circulation, and has begun to replace the current paper version.
The note features Scottish engineering pioneer and entrepreneur Sir William Arrol on the front, along with the Forth Bridge and the Titan Crane.
The reverse shows several images of the Forth Bridge.
Royal Bank of Scotland's new £5 plastic note is due to enter circulation on 27 October.
It will feature Scottish novelist and poet Nan Shepherd.
Scientist Mary Somerville has already been selected for the bank's planned £10 polymer note, which is due to enter into circulation next year.
They will be the first women to appear on the bank's main issue notes.",The first polymer banknote to be introduced in Scotland is to be introduced in the UK on Wednesday.,0
175,"Kieran Innes, of Aberdeen, died after his car crashed on the A90 north of Forfar on Tuesday morning.
Mr Innes was a coach with Middlefield Wasps FC.
The club said in a statement: ""He was a genuine nice guy and would do anything for anyone. Kieran also ran our disability football. He loved all his players who will miss him dearly.""
'Mark of respect'
The statement added: ""The Wasps family has lost a true gent who will be sorely missed. He loved the Wasps. Thoughts go to the Innes family.
""As a mark of respect we will be doing a minutes applause at each Wasps game this weekend - Kieran didn't do silence.""
Police Scotland in Tayside renewed an appeal for information.",A man who died after his car crashed into a tree in Aberdeenshire has been named as a 42-year-old man from Aberdeen.,0
176,"Kieran Innes, of Aberdeen, died after his car crashed on the A90 north of Forfar on Tuesday morning.
Mr Innes was a coach with Middlefield Wasps FC.
The club said in a statement: ""He was a genuine nice guy and would do anything for anyone. Kieran also ran our disability football. He loved all his players who will miss him dearly.""
'Mark of respect'
The statement added: ""The Wasps family has lost a true gent who will be sorely missed. He loved the Wasps. Thoughts go to the Innes family.
""As a mark of respect we will be doing a minutes applause at each Wasps game this weekend - Kieran didn't do silence.""
Police Scotland in Tayside renewed an appeal for information.",Tribute has been paid to a football coach who died in a crash north of Forfar.,2
177,"The £1.471bn spent shooting movies like Star Wars: The Force Awakens and Avengers: Age of Ultron in 2014 represents a 35% increase on 2013.
Money spent on homegrown UK films also increased, with £188m spent making films budgeted at £500,000 and above.
Box office takings, though, were down 2% on the previous year.
Overall, 157.5 million tickets were sold, representing a 5% dip in attendances compared with 2013.
Yet the BFI's figures show an increased market share for UK independent films, thanks in part to the box office success of Paddington and The Inbetweeners 2.
The former title took £34.7m in 2014 and has now made more than £35.5m at UK and Ireland box offices.
""The UK film industry is a powerhouse for growth and I'm delighted that 2014 saw an all-time high spend on film production,"" culture secretary Sajid Javid said.
""The huge amount of inward investment we are seeing is a sure-fire sign that the UK is the best place in the world to make films.""
BFI chief executive Amanda Nevill said its report ""illuminates a dynamic and vibrant story of success for the screen industries in the UK"".
The £1.471bn spend represents the highest figure since statistics were first recorded 20 years ago.","More money was spent making films in the UK last year than in any other year since measurements began, figures from the BFI have shown.",2
178,"The £1.471bn spent shooting movies like Star Wars: The Force Awakens and Avengers: Age of Ultron in 2014 represents a 35% increase on 2013.
Money spent on homegrown UK films also increased, with £188m spent making films budgeted at £500,000 and above.
Box office takings, though, were down 2% on the previous year.
Overall, 157.5 million tickets were sold, representing a 5% dip in attendances compared with 2013.
Yet the BFI's figures show an increased market share for UK independent films, thanks in part to the box office success of Paddington and The Inbetweeners 2.
The former title took £34.7m in 2014 and has now made more than £35.5m at UK and Ireland box offices.
""The UK film industry is a powerhouse for growth and I'm delighted that 2014 saw an all-time high spend on film production,"" culture secretary Sajid Javid said.
""The huge amount of inward investment we are seeing is a sure-fire sign that the UK is the best place in the world to make films.""
BFI chief executive Amanda Nevill said its report ""illuminates a dynamic and vibrant story of success for the screen industries in the UK"".
The £1.471bn spend represents the highest figure since statistics were first recorded 20 years ago.","The UK film industry spent £1.471bn in 2014, according to the British Independent Film Institute (BFI).",0
179,"Natural Resources Wales (NRW) said the impact on sites of special scientific interest (SSSIs) ""could not be fully mitigated"".
The Â£1.1bn M4 proposal would cross four SSSIs along the Gwent Levels.
Welsh Government lawyers argued environmental concerns had to be balanced against other interests.
The inquiry in Newport heard the scheme would mean about 105 hectares of designated land, set aside for the protection of water invertebrates, would have to be lost.
The Gwent Levels' unique network of ditches, known as reens, were dug during Roman times and have since become a habitat for a range of rare species.
The Welsh Government has pledged to replace lost reens with new ones.
Dr Jessica Poole, of conservation body Natural Resources Wales (NRW), told the inquiry discussions between the regulator and the Welsh Government meant she was content with the proposed design of the new reens.
But she said there was no guarantee they would work, and it could be some time before they supported the aquatic insects the sites are meant to conserve.
Replicating a complex ecology that has developed over centuries would be ""challenging"", she said.
NRW said the Welsh Government had not demonstrated the project would comply with its statutory duty to promote sustainable development.
Should the alternative blue route, suggested by transport expert Prof Stuart Cole, be adopted - the motorway's impact on SSSI land would be ""significantly reduced"", Dr Poole said.
But the inquiry heard several issues NRW had raised in letters responding to the project's draft plans had been addressed and it was now satisfied on matters including water quality, drainage and some protected species such as otters and bats.
Morag Ellis QC, acting on behalf of the Welsh Government, said it was for Welsh ministers to balance any potential impact on SSSI land with other public interests related to the new motorway.
Claiming adverse effects were ""fully mitigated for"" was to apply a standard not in accordance with the law, she said.
She described the changes NRW had made to its initial objections after extensive discussions with Welsh Government as ""a major step forward"".","The scale of loss of conservation land caused by the proposed M4 relief road would be unacceptable, a public inquiry has heard.",2
180,"Natural Resources Wales (NRW) said the impact on sites of special scientific interest (SSSIs) ""could not be fully mitigated"".
The Â£1.1bn M4 proposal would cross four SSSIs along the Gwent Levels.
Welsh Government lawyers argued environmental concerns had to be balanced against other interests.
The inquiry in Newport heard the scheme would mean about 105 hectares of designated land, set aside for the protection of water invertebrates, would have to be lost.
The Gwent Levels' unique network of ditches, known as reens, were dug during Roman times and have since become a habitat for a range of rare species.
The Welsh Government has pledged to replace lost reens with new ones.
Dr Jessica Poole, of conservation body Natural Resources Wales (NRW), told the inquiry discussions between the regulator and the Welsh Government meant she was content with the proposed design of the new reens.
But she said there was no guarantee they would work, and it could be some time before they supported the aquatic insects the sites are meant to conserve.
Replicating a complex ecology that has developed over centuries would be ""challenging"", she said.
NRW said the Welsh Government had not demonstrated the project would comply with its statutory duty to promote sustainable development.
Should the alternative blue route, suggested by transport expert Prof Stuart Cole, be adopted - the motorway's impact on SSSI land would be ""significantly reduced"", Dr Poole said.
But the inquiry heard several issues NRW had raised in letters responding to the project's draft plans had been addressed and it was now satisfied on matters including water quality, drainage and some protected species such as otters and bats.
Morag Ellis QC, acting on behalf of the Welsh Government, said it was for Welsh ministers to balance any potential impact on SSSI land with other public interests related to the new motorway.
Claiming adverse effects were ""fully mitigated for"" was to apply a standard not in accordance with the law, she said.
She described the changes NRW had made to its initial objections after extensive discussions with Welsh Government as ""a major step forward"".",Plans to build a new motorway on the Gwent Levels have been rejected by the public body that runs the scheme.,0
181,"Sir Martin Moore-Bick sent the letter late on Thursday following weeks of discussion with survivors.
There has been controversy over Sir Martin's suitability for the role and the areas the inquiry will cover.
The prime minister will set out the terms of reference for the process in the coming weeks.
Downing Street said: ""The prime minister has received the letter and will consider it and respond shortly.""
How far the inquiry can go has been a source of controversy since the Sir Martin's appointment was announced.
He angered survivors on his first day in the job by indicating the investigation would be ""pretty well limited"" to examining the cause of the fire, how it spread and how to prevent future incidents.
But he later vowed to consider a ""broad range of evidence"" which could include why residents' warnings about fire safety were allegedly ignored by authorities.
Survivors, bereaved families and other involved parties spent weeks making their case about what questions the inquiry should answer.
More than 400 submissions were received during the consultation period.
The ""Justice 4 Grenfell"" campaign said earlier this month it wanted an examination of local and national social housing policy and whether it ""increased risks to residents"".
Questions were raised in the aftermath of the disaster about the cladding used on Grenfell and other buildings. More than 100 buildings have failed the latest fire safety tests set in the wake of the fire.
Sir Martin has previously faced calls to resign from residents, while Labour MP David Lammy said he was a ""white, upper-middle class man"" who had ""never"" visited a tower block housing estate and should not have been appointed.
The inquiry is due to start in September. Sir Martin has previously said an interim report could be produced within a year.
The prime minister will set out the terms of reference for the process in the coming weeks.",The man leading the inquiry into the Grenfell Tower fire has written to the prime minister with recommendations for its terms of reference.,2
182,"Sir Martin Moore-Bick sent the letter late on Thursday following weeks of discussion with survivors.
There has been controversy over Sir Martin's suitability for the role and the areas the inquiry will cover.
The prime minister will set out the terms of reference for the process in the coming weeks.
Downing Street said: ""The prime minister has received the letter and will consider it and respond shortly.""
How far the inquiry can go has been a source of controversy since the Sir Martin's appointment was announced.
He angered survivors on his first day in the job by indicating the investigation would be ""pretty well limited"" to examining the cause of the fire, how it spread and how to prevent future incidents.
But he later vowed to consider a ""broad range of evidence"" which could include why residents' warnings about fire safety were allegedly ignored by authorities.
Survivors, bereaved families and other involved parties spent weeks making their case about what questions the inquiry should answer.
More than 400 submissions were received during the consultation period.
The ""Justice 4 Grenfell"" campaign said earlier this month it wanted an examination of local and national social housing policy and whether it ""increased risks to residents"".
Questions were raised in the aftermath of the disaster about the cladding used on Grenfell and other buildings. More than 100 buildings have failed the latest fire safety tests set in the wake of the fire.
Sir Martin has previously faced calls to resign from residents, while Labour MP David Lammy said he was a ""white, upper-middle class man"" who had ""never"" visited a tower block housing estate and should not have been appointed.
The inquiry is due to start in September. Sir Martin has previously said an interim report could be produced within a year.
The prime minister will set out the terms of reference for the process in the coming weeks.",The prime minister has written to the chair of the Grenfell Tower inquiry to say he will consider appointing a new chair.,0
183,"Police were called to an address in Holland Street at about 16:15 on Wednesday where they found the body of James Chadwick, who was from the city.
He had a number of unexplained injuries.
Following the results of a post-mortem examination, his death is now being treated as murder.
Officers have been carrying out door-to-door inquiries and reviewing CCTV images from the area.
Det Ch Insp Iain Smith, of Police Scotland, said: ""This investigation is at an early stage and it is important we establish what has happened which led to James Chadwick losing his life.
""Our inquiries so far have established that Mr Chadwick was last seen on Monday 31 August and we're appealing to anyone who has any knowledge of his movements since 31 August to contact police as a matter of urgency.""",A murder investigation has been launched following the death of a man in Holland Street.,2
184,"Police were called to an address in Holland Street at about 16:15 on Wednesday where they found the body of James Chadwick, who was from the city.
He had a number of unexplained injuries.
Following the results of a post-mortem examination, his death is now being treated as murder.
Officers have been carrying out door-to-door inquiries and reviewing CCTV images from the area.
Det Ch Insp Iain Smith, of Police Scotland, said: ""This investigation is at an early stage and it is important we establish what has happened which led to James Chadwick losing his life.
""Our inquiries so far have established that Mr Chadwick was last seen on Monday 31 August and we're appealing to anyone who has any knowledge of his movements since 31 August to contact police as a matter of urgency.""",Police investigating the death of a man in Glasgow have said they are treating the death as murder.,0
185,"The head of city centre regeneration is set to receive the largest increase of 20%, leading to a salary of £75,000.
A council document said it reflected ""increased responsibility"" due to ""additional city centre development"".
But, the Taxpayers' Alliance said people wanted to see lower council tax rates, not large pay rises for bosses.
Councillor John Flanagan said the rises affected eight posts and would be funded ""from within existing budgets"".
Seven other senior bosses could earn a pay rise of about 7%.
Despite the disappointing performance of Manchester's schools over recent years, the strategic director of education and skills will get a pay rise of 7.6%.
That will take their new salary to £125,000 per year.
As for other council staff, there are around 1,300 employees who are paid the living wage of £8.25 per hour - and the average council salary is £23,000 a year.
In addition to that, most city council employees were given a pay rise of just 1% earlier this year.
The council have had to cope with huge cuts worth around £300m a year over the past six years.
That has meant a reduction in staff from around 10,000 - to fewer than 6,000 today.
Mr Flanagan, executive member for finance, said: ""It is essential that we can keep and attract the right calibre of senior staff by having salaries which reflect the levels of responsibility they have and are in line with those available in comparable cities.
""We are currently reviewing all staff salaries, from top to bottom, to ensure they fairly reflect their workloads and responsibility, while maintaining value for money for council taxpayers.""
Harry Davis, from the Taxpayers' Alliance, said the council had been ""really good over the last half decade"" over pay issues.
""They have removed about 400 staff earning over £50,000,"" he said.
""But, when savings need to be made and council tax is still going up, they have to make sure that they keep a tight grip on the purse strings so that they can channel as much as possible to front line services and tax cuts for local residents.""","Manchester City Council's senior managers are to receive pay rises of up to 20% over the next three years, the council has announced.",0
186,"The head of city centre regeneration is set to receive the largest increase of 20%, leading to a salary of £75,000.
A council document said it reflected ""increased responsibility"" due to ""additional city centre development"".
But, the Taxpayers' Alliance said people wanted to see lower council tax rates, not large pay rises for bosses.
Councillor John Flanagan said the rises affected eight posts and would be funded ""from within existing budgets"".
Seven other senior bosses could earn a pay rise of about 7%.
Despite the disappointing performance of Manchester's schools over recent years, the strategic director of education and skills will get a pay rise of 7.6%.
That will take their new salary to £125,000 per year.
As for other council staff, there are around 1,300 employees who are paid the living wage of £8.25 per hour - and the average council salary is £23,000 a year.
In addition to that, most city council employees were given a pay rise of just 1% earlier this year.
The council have had to cope with huge cuts worth around £300m a year over the past six years.
That has meant a reduction in staff from around 10,000 - to fewer than 6,000 today.
Mr Flanagan, executive member for finance, said: ""It is essential that we can keep and attract the right calibre of senior staff by having salaries which reflect the levels of responsibility they have and are in line with those available in comparable cities.
""We are currently reviewing all staff salaries, from top to bottom, to ensure they fairly reflect their workloads and responsibility, while maintaining value for money for council taxpayers.""
Harry Davis, from the Taxpayers' Alliance, said the council had been ""really good over the last half decade"" over pay issues.
""They have removed about 400 staff earning over £50,000,"" he said.
""But, when savings need to be made and council tax is still going up, they have to make sure that they keep a tight grip on the purse strings so that they can channel as much as possible to front line services and tax cuts for local residents.""",Senior managers at Manchester City Council could receive pay rises.,2
187,"Adam Wilson, of Lostock Hall, was found with serious injuries at a property on Albrighton Crescent in Lostock Hall near Preston in September.
Jason Taylor, 21, of Westfield, Lostock Hall denied murder but was found guilty after a trial by jury.
At Preston Court, he was ordered to serve a minimum of 25 years.
Mr Wilson died as a result of catastrophic bleeding from a stab wound in his thigh, the Crown Prosecution Service (CPS) said.
Sophie Lorimer from the CPS North West said the ""brutal attack"" in front of his ex-partner was ""purely motivated by jealousy"".
""He could not accept that the relationship with his ex-girlfriend was over,"" she said.
Taylor's girlfriend said he bombarded her with text messages and phone calls which ""progressively became more and more abusive"".
""The final text he sent to her stated he was giving her one last chance before things turned sour.
""Minutes later he violently broke into her house where Adam Wilson was also present.""
Ms Lorimer said Taylor then stabbed Mr Wilson numerous times with a large knife which he had taken with him.
Taylor carried out the ""frenzied"" knife attack ""fully aware"" there were two young children also present at the house, she said.
He then fled and hid from police in a neighbouring garden, she added.
Ms Lorimer said Taylor had shown ""no remorse"" throughout the case in which he claimed he was acting in self-defence.
Det Ch Insp Neil Ashton of Lancashire Police said Taylor's actions were carried out ""in anger and jealousy"".
He said: ""His actions were completely unprecedented and resulted in the needless and very sad loss of a young man's life.""","A man who murdered a Lostock Hall man in a ""jealous, frenzied knife attack"" at his ex-partner's house has been jailed.",2
188,"Adam Wilson, of Lostock Hall, was found with serious injuries at a property on Albrighton Crescent in Lostock Hall near Preston in September.
Jason Taylor, 21, of Westfield, Lostock Hall denied murder but was found guilty after a trial by jury.
At Preston Court, he was ordered to serve a minimum of 25 years.
Mr Wilson died as a result of catastrophic bleeding from a stab wound in his thigh, the Crown Prosecution Service (CPS) said.
Sophie Lorimer from the CPS North West said the ""brutal attack"" in front of his ex-partner was ""purely motivated by jealousy"".
""He could not accept that the relationship with his ex-girlfriend was over,"" she said.
Taylor's girlfriend said he bombarded her with text messages and phone calls which ""progressively became more and more abusive"".
""The final text he sent to her stated he was giving her one last chance before things turned sour.
""Minutes later he violently broke into her house where Adam Wilson was also present.""
Ms Lorimer said Taylor then stabbed Mr Wilson numerous times with a large knife which he had taken with him.
Taylor carried out the ""frenzied"" knife attack ""fully aware"" there were two young children also present at the house, she said.
He then fled and hid from police in a neighbouring garden, she added.
Ms Lorimer said Taylor had shown ""no remorse"" throughout the case in which he claimed he was acting in self-defence.
Det Ch Insp Neil Ashton of Lancashire Police said Taylor's actions were carried out ""in anger and jealousy"".
He said: ""His actions were completely unprecedented and resulted in the needless and very sad loss of a young man's life.""","A man who stabbed his ex-girlfriend to death in a ""brutal"" attack has been jailed for life.",0
189,"Katari Anuradha was shot and stabbed by at least three men wearing burkas, Indian media reported, quoting police. A motive has yet to be established.
Her husband, who was with her, is in a critical condition with bullet and stab injuries.
The attack took place at the Chittoor Municipal Corporation office, where the staff tried to stop the attackers.
Senior police official G Srinivas told the Indian Express newspaper that they were exploring several angles, including old rivalry and new enemies.
The assailants fled the scene after the attack, although reports say two people later handed themselves into police.
The attackers had been wearing burkas, one-piece veils that cover the face and body, as they forced their way into Ms Anuradha's office, media reports said.
Security has been tightened in Chittoor and state police are closing borders with neighbouring Tamil Nadu state in an attempt to find the killers.",Katari Anuradha of Chittoor has been killed by unknown attackers.,2
190,"Katari Anuradha was shot and stabbed by at least three men wearing burkas, Indian media reported, quoting police. A motive has yet to be established.
Her husband, who was with her, is in a critical condition with bullet and stab injuries.
The attack took place at the Chittoor Municipal Corporation office, where the staff tried to stop the attackers.
Senior police official G Srinivas told the Indian Express newspaper that they were exploring several angles, including old rivalry and new enemies.
The assailants fled the scene after the attack, although reports say two people later handed themselves into police.
The attackers had been wearing burkas, one-piece veils that cover the face and body, as they forced their way into Ms Anuradha's office, media reports said.
Security has been tightened in Chittoor and state police are closing borders with neighbouring Tamil Nadu state in an attempt to find the killers.",A woman in the southern Indian state of Tamil Nadu has been shot dead by masked men who tried to break into her office.,0
191,"Gareth Colfer-Williams, 25, died last week at his home in Swansea, the city at the centre of an epidemic of the disease which has reached 942 cases.
But the examination was unable to establish whether measles was the main cause of his death.
An inquest will be opened and adjourned on Tuesday to allow further tests.
Since the outbreak began in November, 83 people have needed hospital treatment for the illness.
Mr Colfer-Williams' mother, Angela Colfer said her son had recently been treated at Swansea's Morriston Hospital for asthma.
A few days after he was discharged he became unwell and developed a rash.
Mrs Colfer said her son went to see an out-of-hours GP on 17 April with a rash ""from head to foot"" but not on his arms.
The following morning, Mr Colfer-Williams was found dead at his flat.
Public Health Wales said on Friday that laboratory tests confirmed a diagnosis of measles but further tests were needed to determine the cause of death.
The family said they had no idea how Mr Colfer-Williams got measles as no close family member has it, including his three-year-old daughter who has been vaccinated.",A man who died after contracting measles in Swansea has been named by Public Health Wales.,0
192,"Gareth Colfer-Williams, 25, died last week at his home in Swansea, the city at the centre of an epidemic of the disease which has reached 942 cases.
But the examination was unable to establish whether measles was the main cause of his death.
An inquest will be opened and adjourned on Tuesday to allow further tests.
Since the outbreak began in November, 83 people have needed hospital treatment for the illness.
Mr Colfer-Williams' mother, Angela Colfer said her son had recently been treated at Swansea's Morriston Hospital for asthma.
A few days after he was discharged he became unwell and developed a rash.
Mrs Colfer said her son went to see an out-of-hours GP on 17 April with a rash ""from head to foot"" but not on his arms.
The following morning, Mr Colfer-Williams was found dead at his flat.
Public Health Wales said on Friday that laboratory tests confirmed a diagnosis of measles but further tests were needed to determine the cause of death.
The family said they had no idea how Mr Colfer-Williams got measles as no close family member has it, including his three-year-old daughter who has been vaccinated.",Further tests will be carried out on a man who died while suffering from measles after post-mortem examination results were inconclusive.,2
193,"Police raided 43-year-old John Nicholson's Dundee home in February following a tip-off.
Officers found drugs including more than 2.5 kg of heroin with a street value of £263,000 during the operation.
Nicholson will be sentenced on 11 May after admitting being concerned in the supply of drugs at his home in the city's Raglan Street.
Defence counsel Ronnie Renucci said Nicholson pled guilty on the basis that he had allowed his house to be used for the storage of the drugs.
Mr Renucci said: ""He was not the owner of the drugs. He was doing so to pay off a debt.""
The High Court in Edinburgh was told police officers also recovered £100,000 worth of amphetamine and cannabis with a potential street value of between £60,000 and £90,000.
The court heard that Nicholson had previous convictions for road traffic offences and dishonesty but had never been jailed.
Lord Kinclaven deferred sentence on Nicholson for reports and remanded him in custody.","A man has admitted being concerned in the supply of heroin with a street value of more than £300,000.",0
194,"Police raided 43-year-old John Nicholson's Dundee home in February following a tip-off.
Officers found drugs including more than 2.5 kg of heroin with a street value of £263,000 during the operation.
Nicholson will be sentenced on 11 May after admitting being concerned in the supply of drugs at his home in the city's Raglan Street.
Defence counsel Ronnie Renucci said Nicholson pled guilty on the basis that he had allowed his house to be used for the storage of the drugs.
Mr Renucci said: ""He was not the owner of the drugs. He was doing so to pay off a debt.""
The High Court in Edinburgh was told police officers also recovered £100,000 worth of amphetamine and cannabis with a potential street value of between £60,000 and £90,000.
The court heard that Nicholson had previous convictions for road traffic offences and dishonesty but had never been jailed.
Lord Kinclaven deferred sentence on Nicholson for reports and remanded him in custody.","A man stored £450,000 worth of heroin, cannabis and amphetamines at his house to pay off a debt, a court was told.",2
195,"Bakehouse Close and Riddle's Close - once home to philosopher David Hume - are among those selected for a makeover by Edinburgh World Heritage.
Fleshmarket Close, which is famously a setting for an Inspector Rebus novel, has also made the final list.
Lighting and artwork will be installed in the little-used closes.
The people behind the project hope the improvements will encourage more people to use the historic network of narrow streets.
Adam Wilkinson, the director of Edinburgh World Heritage, said: ""Our aim is for this project to re-connect the people of Edinburgh with the closes of the Old Town.
""The intricate network of closes and courtyards that bind the Old Town together gives it a unique identity, is underused but has the opportunity to be revitalised, used and celebrated by all.""
The closes date back to the medieval origins of the city.
Originally, individual plots of land were set up lining the main street, with paths to gain access to the land behind.
As each plot became built up over time, so they developed into narrow lanes connecting courtyards and streets behind the Royal Mile.
The Twelve Closes project was welcomed by city leaders, including John Thompson, of the Old Town community council.
He said: ""This is a project to be welcomed, changing dilapidated and neglected closes into useful routes linking different parts of the Old Town.
""The closes were once busy thoroughfares, buzzing with all the life of the city, and it would be wonderful to see some of that atmosphere return.""","Several of Edinburgh's ""dilapidated and neglected"" closes are to be transformed as part of a major project to improve the Old Town.",2
196,"Bakehouse Close and Riddle's Close - once home to philosopher David Hume - are among those selected for a makeover by Edinburgh World Heritage.
Fleshmarket Close, which is famously a setting for an Inspector Rebus novel, has also made the final list.
Lighting and artwork will be installed in the little-used closes.
The people behind the project hope the improvements will encourage more people to use the historic network of narrow streets.
Adam Wilkinson, the director of Edinburgh World Heritage, said: ""Our aim is for this project to re-connect the people of Edinburgh with the closes of the Old Town.
""The intricate network of closes and courtyards that bind the Old Town together gives it a unique identity, is underused but has the opportunity to be revitalised, used and celebrated by all.""
The closes date back to the medieval origins of the city.
Originally, individual plots of land were set up lining the main street, with paths to gain access to the land behind.
As each plot became built up over time, so they developed into narrow lanes connecting courtyards and streets behind the Royal Mile.
The Twelve Closes project was welcomed by city leaders, including John Thompson, of the Old Town community council.
He said: ""This is a project to be welcomed, changing dilapidated and neglected closes into useful routes linking different parts of the Old Town.
""The closes were once busy thoroughfares, buzzing with all the life of the city, and it would be wonderful to see some of that atmosphere return.""",Twelve historic streets in Edinburgh's Old Town are to be restored as part of a £1.5m project.,0
